optID,contMultNum,contractStatus,contractType,currencyCD,deliDate,delistDate,exchangeCD,exerDate,expDate,expMonth,expYear,lastTradeDate,listDate,secID,secShortName,strikePrice,tickerSymbol,varExchangeCD,varSecID,varShortName,varTicker,varType
10000099,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-03-24,510050C1504M02800.XSHG,50ETF购4月2800,2.8,510050C1504M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000100,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-03-24,510050P1504M02800.XSHG,50ETF沽4月2800,2.8,510050P1504M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000101,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-03-24,510050C1506M02800.XSHG,50ETF购6月2800,2.8,510050C1506M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000102,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-03-24,510050P1506M02800.XSHG,50ETF沽6月2800,2.8,510050P1506M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000103,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-03-24,510050C1509M02800.XSHG,50ETF购9月2800,2.8,510050C1509M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000104,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-03-24,510050P1509M02800.XSHG,50ETF沽9月2800,2.8,510050P1509M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000105,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050C1505M02500.XSHG,50ETF购5月2500,2.5,510050C1505M02500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000106,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050C1505M02550.XSHG,50ETF购5月2550,2.55,510050C1505M02550,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000107,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050C1505M02600.XSHG,50ETF购5月2600,2.6,510050C1505M02600,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000108,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050C1505M02650.XSHG,50ETF购5月2650,2.65,510050C1505M02650,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000109,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050C1505M02700.XSHG,50ETF购5月2700,2.7,510050C1505M02700,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000110,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050P1505M02500.XSHG,50ETF沽5月2500,2.5,510050P1505M02500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000111,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050P1505M02550.XSHG,50ETF沽5月2550,2.55,510050P1505M02550,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000112,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050P1505M02600.XSHG,50ETF沽5月2600,2.6,510050P1505M02600,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000113,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050P1505M02650.XSHG,50ETF沽5月2650,2.65,510050P1505M02650,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000114,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-26,510050P1505M02700.XSHG,50ETF沽5月2700,2.7,510050P1505M02700,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000115,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-27,510050C1505M02750.XSHG,50ETF购5月2750,2.75,510050C1505M02750,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000116,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-27,510050P1505M02750.XSHG,50ETF沽5月2750,2.75,510050P1505M02750,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000117,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-03-31,510050C1504M02850.XSHG,50ETF购4月2850,2.85,510050C1504M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000118,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-03-31,510050P1504M02850.XSHG,50ETF沽4月2850,2.85,510050P1504M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000119,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-31,510050C1505M02800.XSHG,50ETF购5月2800,2.8,510050C1505M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000120,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-31,510050C1505M02850.XSHG,50ETF购5月2850,2.85,510050C1505M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000121,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-31,510050P1505M02800.XSHG,50ETF沽5月2800,2.8,510050P1505M02800,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000122,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-03-31,510050P1505M02850.XSHG,50ETF沽5月2850,2.85,510050P1505M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000123,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-03-31,510050C1506M02850.XSHG,50ETF购6月2850,2.85,510050C1506M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000124,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-03-31,510050P1506M02850.XSHG,50ETF沽6月2850,2.85,510050P1506M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000125,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-03-31,510050C1509M02850.XSHG,50ETF购9月2850,2.85,510050C1509M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000126,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-03-31,510050P1509M02850.XSHG,50ETF沽9月2850,2.85,510050P1509M02850,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000127,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-08,510050C1504M02900.XSHG,50ETF购4月2900,2.9,510050C1504M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000128,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-08,510050C1504M02950.XSHG,50ETF购4月2950,2.95,510050C1504M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000129,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-08,510050P1504M02900.XSHG,50ETF沽4月2900,2.9,510050P1504M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000130,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-08,510050P1504M02950.XSHG,50ETF沽4月2950,2.95,510050P1504M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000131,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-08,510050C1505M02900.XSHG,50ETF购5月2900,2.9,510050C1505M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000132,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-08,510050C1505M02950.XSHG,50ETF购5月2950,2.95,510050C1505M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000133,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-08,510050P1505M02900.XSHG,50ETF沽5月2900,2.9,510050P1505M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000134,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-08,510050P1505M02950.XSHG,50ETF沽5月2950,2.95,510050P1505M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000135,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-08,510050C1506M02900.XSHG,50ETF购6月2900,2.9,510050C1506M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000136,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-08,510050C1506M02950.XSHG,50ETF购6月2950,2.95,510050C1506M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000137,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-08,510050P1506M02900.XSHG,50ETF沽6月2900,2.9,510050P1506M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000138,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-08,510050P1506M02950.XSHG,50ETF沽6月2950,2.95,510050P1506M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000139,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-08,510050C1509M02900.XSHG,50ETF购9月2900,2.9,510050C1509M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000140,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-08,510050C1509M02950.XSHG,50ETF购9月2950,2.95,510050C1509M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000141,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-08,510050P1509M02900.XSHG,50ETF沽9月2900,2.9,510050P1509M02900,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000142,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-08,510050P1509M02950.XSHG,50ETF沽9月2950,2.95,510050P1509M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000143,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-09,510050C1504M03000.XSHG,50ETF购4月3000,3.0,510050C1504M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000144,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-09,510050P1504M03000.XSHG,50ETF沽4月3000,3.0,510050P1504M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000145,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-09,510050C1505M03000.XSHG,50ETF购5月3000,3.0,510050C1505M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000146,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-09,510050P1505M03000.XSHG,50ETF沽5月3000,3.0,510050P1505M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000147,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-09,510050C1506M03000.XSHG,50ETF购6月3000,3.0,510050C1506M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000148,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-09,510050P1506M03000.XSHG,50ETF沽6月3000,3.0,510050P1506M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000149,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-09,510050C1509M03000.XSHG,50ETF购9月3000,3.0,510050C1509M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000150,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-09,510050P1509M03000.XSHG,50ETF沽9月3000,3.0,510050P1509M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000151,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-13,510050C1504M03100.XSHG,50ETF购4月3100,3.1,510050C1504M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000152,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-13,510050P1504M03100.XSHG,50ETF沽4月3100,3.1,510050P1504M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000153,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-13,510050C1505M03100.XSHG,50ETF购5月3100,3.1,510050C1505M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000154,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-13,510050P1505M03100.XSHG,50ETF沽5月3100,3.1,510050P1505M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000155,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-13,510050C1506M03100.XSHG,50ETF购6月3100,3.1,510050C1506M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000156,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-13,510050P1506M03100.XSHG,50ETF沽6月3100,3.1,510050P1506M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000157,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-13,510050C1509M03100.XSHG,50ETF购9月3100,3.1,510050C1509M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000158,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-13,510050P1509M03100.XSHG,50ETF沽9月3100,3.1,510050P1509M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000159,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-14,510050C1504M03200.XSHG,50ETF购4月3200,3.2,510050C1504M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000160,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-14,510050P1504M03200.XSHG,50ETF沽4月3200,3.2,510050P1504M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000161,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-14,510050C1505M03200.XSHG,50ETF购5月3200,3.2,510050C1505M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000162,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-14,510050P1505M03200.XSHG,50ETF沽5月3200,3.2,510050P1505M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000163,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-14,510050C1506M03200.XSHG,50ETF购6月3200,3.2,510050C1506M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000164,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-14,510050P1506M03200.XSHG,50ETF沽6月3200,3.2,510050P1506M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000165,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-14,510050C1509M03200.XSHG,50ETF购9月3200,3.2,510050C1509M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000166,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-14,510050P1509M03200.XSHG,50ETF沽9月3200,3.2,510050P1509M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000167,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-17,510050C1504M03300.XSHG,50ETF购4月3300,3.3,510050C1504M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000168,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-17,510050P1504M03300.XSHG,50ETF沽4月3300,3.3,510050P1504M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000169,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-17,510050C1505M03300.XSHG,50ETF购5月3300,3.3,510050C1505M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000170,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-17,510050P1505M03300.XSHG,50ETF沽5月3300,3.3,510050P1505M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000171,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-17,510050C1506M03300.XSHG,50ETF购6月3300,3.3,510050C1506M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000172,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-17,510050P1506M03300.XSHG,50ETF沽6月3300,3.3,510050P1506M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000173,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-17,510050C1509M03300.XSHG,50ETF购9月3300,3.3,510050C1509M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000174,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-17,510050P1509M03300.XSHG,50ETF沽9月3300,3.3,510050P1509M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000175,10000,DE,CO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-20,510050C1504M03400.XSHG,50ETF购4月3400,3.4,510050C1504M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000176,10000,DE,PO,CNY,2015-04-23,2015-04-22,XSHG,2015-04-22,2015-04-22,04,2015,2015-04-22,2015-04-20,510050P1504M03400.XSHG,50ETF沽4月3400,3.4,510050P1504M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000177,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-20,510050C1505M03400.XSHG,50ETF购5月3400,3.4,510050C1505M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000178,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-20,510050P1505M03400.XSHG,50ETF沽5月3400,3.4,510050P1505M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000179,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-20,510050C1506M03400.XSHG,50ETF购6月3400,3.4,510050C1506M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000180,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-20,510050P1506M03400.XSHG,50ETF沽6月3400,3.4,510050P1506M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000181,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-20,510050C1509M03400.XSHG,50ETF购9月3400,3.4,510050C1509M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000182,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-20,510050P1509M03400.XSHG,50ETF沽9月3400,3.4,510050P1509M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000183,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050C1512M03000.XSHG,50ETF购12月3000,3.0,510050C1512M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000184,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050C1512M03100.XSHG,50ETF购12月3100,3.1,510050C1512M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000185,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050C1512M03200.XSHG,50ETF购12月3200,3.2,510050C1512M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000186,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050C1512M03300.XSHG,50ETF购12月3300,3.3,510050C1512M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000187,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050C1512M03400.XSHG,50ETF购12月3400,3.4,510050C1512M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000188,10000,DE,PO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050P1512M03000.XSHG,50ETF沽12月3000,3.0,510050P1512M03000,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000189,10000,DE,PO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050P1512M03100.XSHG,50ETF沽12月3100,3.1,510050P1512M03100,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000190,10000,DE,PO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050P1512M03200.XSHG,50ETF沽12月3200,3.2,510050P1512M03200,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000191,10000,DE,PO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050P1512M03300.XSHG,50ETF沽12月3300,3.3,510050P1512M03300,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000192,10000,DE,PO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-23,510050P1512M03400.XSHG,50ETF沽12月3400,3.4,510050P1512M03400,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000193,10000,DE,CO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-28,510050C1505M03500.XSHG,50ETF购5月3500,3.5,510050C1505M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000194,10000,DE,PO,CNY,2015-05-28,2015-05-27,XSHG,2015-05-27,2015-05-27,05,2015,2015-05-27,2015-04-28,510050P1505M03500.XSHG,50ETF沽5月3500,3.5,510050P1505M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000195,10000,DE,CO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-28,510050C1506M03500.XSHG,50ETF购6月3500,3.5,510050C1506M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000196,10000,DE,PO,CNY,2015-06-25,2015-06-24,XSHG,2015-06-24,2015-06-24,06,2015,2015-06-24,2015-04-28,510050P1506M03500.XSHG,50ETF沽6月3500,3.5,510050P1506M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000197,10000,DE,CO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-28,510050C1509M03500.XSHG,50ETF购9月3500,3.5,510050C1509M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000198,10000,DE,PO,CNY,2015-09-24,2015-09-23,XSHG,2015-09-23,2015-09-23,09,2015,2015-09-23,2015-04-28,510050P1509M03500.XSHG,50ETF沽9月3500,3.5,510050P1509M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000199,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-28,510050C1512M03500.XSHG,50ETF购12月3500,3.5,510050C1512M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000200,10000,DE,PO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-04-28,510050P1512M03500.XSHG,50ETF沽12月3500,3.5,510050P1512M03500,XSHG,510050.XSHG,华夏上证50ETF,510050,F
10000201,10000,DE,CO,CNY,2015-12-24,2015-12-23,XSHG,2015-12-23,2015-12-23,12,2015,2015-12-23,2015-05-06,510050C1512M02950.XSHG,50ETF购12月2950,2.95,510050C1512M02950,XSHG,510050.XSHG,华夏上证50ETF,510050,F
